Address,Committed Algo Amount,Committed Algo
UUK7NMSH2RS2OSRGFYXLOWWWJRS5DASBTPPTF2VHNR7CY2BG2LCJBK3GJY,10001000000,10001
VVBEQBT6FWZFHPPHGFEOSYHTPIHP3ZDELLPLNQHNS34TV32S7TWMH3WU4U,10001000000,10001
WHEEVGRU5NIOTTZMJLFA2Z5YS3YW5O23UFLHXNKQADWOCKAS5STGBGYSYY,10001000000,10001
WJ56WDOWXT7CQ52GRVVRGAE42IARCXFWNXDJOTVY5W352DCFRACCC3BRYM,10001000000,10001
WNTHIQHPIBZ52HUYCSE6MLZNFHFUKRLRW2QYAVSCAGGRYHATIHXALTMLRA,10001000000,10001
XTK72O6GQQPCHEG5TSIRNOUYYRIWX7ZH6GFPAMIL2KPAQWWMSATV6TYZ3Q,10001000000,10001
YJSSO2SGL3JJODZI3MLM62IIUY2BQML6ICIEHVFMB4J4E5NWXVPKRTMXMU,10001000000,10001
ZBVX3DJAR4KJSMTQPHCN6D2QYVQUS7HLTJ6D5GU4ZYD2UH27TVVPRAYLXQ,10001000000,10001
ZOMBZTYVMJ2LSSJ2ZX7C2LSBJECEZ4SH6QTXL6IVS64JIBRPZWMHDALF7E,10001000000,10001
6C6AVVVTVHSNXQPK3GK634JPA5U7MUE7GYGTWP4O4UNC723NRO6O3ZPAPQ,10000769073,10000.77
6I5J4DNGXF4POV7OOQIHAPN5MCPQBXWAVK2RC7OMGCBKEY736ZLBSTC4WY,10000734890,10000.73
JIT6E4IRXFBKLUCNURFBIX4XPBDJ7Z2QQME437BMEDCVBJMVNSUMCA46LU,10000376288,10000.38
3ZS6PV3CWEQ7T5WIOHJJ4GUUZJBH6P62GWZ45NOM43KEL4JY2RBU3RY7BU,10000273230,10000.27
Q5X424JWS73HNUP7JLBU3CMPZIC3JGHSGEI4ERGXVAH5M3EJA7UQ4HLOQE,10000265580,10000.27
VQZTCMSSOV35CK36XEBK6DZ3YNNKDD475XSMMTB5EGSB54IZIMYPVO3L6Y,10000262486,10000.26
5PS5QVKA6JRQK36YHHBCDN6ZQ4MVBSXM3JIWIFQUAP2ECBKA633SZSY7KQ,10000209220,10000.21
34EIHKYXZYQPI5Q6W3HVGK7HR2IWCMEPREYJTRCEYPECFM3EQRGMSUQ32M,10000139176,10000.14
SKTWHCYH44ZFONCFSLS2544GPHLUGNC4TFIV2F3RP4NIZAUQ4PLQGETGQQ,10000095165,10000.1
2PDHLXLGY2RZJCOD4O3NWFKVHPI2S4OL4V6FYPE745AHMDZ467KMJBQCDE,10000050000,10000.05
244U3DTQ2CO2RZ74NQQYZSMV2S4QFRPVCRZLECXTXWVG65NOPYKEOATOKE,10000000000,10000
266TPA5NBXMTN7TIOW67C5VIVOEYHOI5BWJW6F2UEZ5HDRHPAPUW2WBYMQ,10000000000,10000
26CFC7KGKJC4MXCT4USFDM7WXKHPUHGW2TEXINKCD2JZH67EVX3YKYBHWU,10000000000,10000
27MEZFEZ3BQGGK5BKGKGMMNYNA2J7CLMVPGPTQ4W6ECG2LRK6IE6LRG7O4,9999997000,10000
2CU442MEIIPEG3QLA3YNA2ZMVVI2YJPNCL3GSVK7FT3C7NXOSD2WRZOK2M,10000000000,10000
2OHPBXKVITWGPUM6AVOOBKIL2246MXSIVLLUQQKBCVHHX6F27XV7T5KOSM,10000000000,10000
2ORHNLIILMB4H5ZMTU5PYDFF6QBWBRZ2LWREZF6M2M24ZIDJIRQW5GG6G4,10000000000,10000
2QZAOUXXDVH4MCLJYP6D3UYCRMMH3CY33W3AZ6JLNYM2VQ4C57EHMNUROE,10000000000,10000
2S2E7YK74NSSMZF6XQM5EJNWX5DWPKV57QUIN7OYNUISWPXGXK2DMIEHWI,10000000000,10000
2T7MHYVTI7GA3Q6SAF3GKRZQYCRXCBM4TDEV556FX45OXPYOXY264BVLC4,10000000000,10000
2Y2IXAUG7UN5O3IC56ZHKADRJNL3ACUDQ4HPRBK4A3A5U43J6OJZWFHOKA,10000000000,10000
2Y6OL23JM33JRNDNKLZ2II6SJWCOS7U3VHHCIU6NQ6IG5PHYTSYX7VUP7A,10000000000,10000
2YCST65AR7QVI6UM4BBS4PJHD4UF2IPWRA7VIN7DCJIVAZPN3IZAWQEHY4,10000000000,10000
32LF4ZSASHBTC2IQUCZGKBBJUKSQSUGARR3BCQX24I262FRM57PULSKLTQ,10000000000,10000
344VYZAYUVIKELBEWXEZZZK3WRWCVPKZ4Y3LQ56R5GMVP6QCGMSSV2ATZQ,10000000000,10000
35WAYPDEZS7IHNT4SD73AMYWJOEDGTN3PW7GEEAMAUCNG3EGCS2AMBXQYM,10000000000,10000
3KKHY6OINV575QAYFY7NPYPWEHUJGRDHHTFQB3AQYGKVOY6FDYPUE3FG5U,10000000000,10000
3Q243VAXBEUVLOTU4ZR7MUBNYO2WEITATSA2RXVZYPGJ2CXGJRYYHKDS4U,10000000000,10000
3UDKDMJZS6K3V6VFTK2CPHDJUIWUIIICVDKQH74GKC57VMQ74GF5J2G5NM,10000000000,10000
3UVORZVJYEALGJ4OU66KKIQVALTHIK6MXOP37RYMEBV2VVTD5OGUMW7J6Y,10000000000,10000
42GJFP42YDJK5263IMT2R4URGJAZPT57DB6377P4TZRDF6QQHKUJYTLXVQ,10000000000,10000
46YBFKMLNAEM42L5Y4TDX726FM5CP4SDT4VM6B2BTH4OFGOMLWVCN2F3FA,10000000000,10000
4D5FQDTPOQT3HBNMUKXX5PMPXNRQLJSWCCUZ7VA7GXPD6NPKYIM4K5MD6A,10000000000,10000
4JYYKBB3NL4SZFCA52XFK2GVQJK5MJEY2N6XHLRKE7ST3GB4RFO7FPKKQY,10000000000,10000
4OU5RDG6KAOSQKRK4WQPDEQPTOSJJB6AC4L5OUL6PGGFCVXBJKUGKEM6UQ,10000000000,10000
4OUOAHHCPH77L2BGUNLC5JBDDK6QUEIHKX4J2HKVCL5RWMT4YPAA2VA4XY,10000000000,10000
4SH3UMXTCRGSQEJNSQWFXF5QHPQRJ4QYN2GR5WN564UG7Y6BU4U6QUVUIQ,10000000000,10000
5DTJ6QHHWM7CWDMO4IE47EV2FUCF3UEM7MBZYYZV6YUM7YWGCZLJEL37FI,10000000000,10000
5FHCEQPR4PPQMWUOD5TRIRPO4LTJ47Q4Z7L25W526U455HLPYYKOQX7GRY,10000000000,10000
5IHZJEHZFNGGOWV5V7XXVC3M5YQX3YFPB22UFUYMI7IHKHKEXMSJHUGS5Q,10000000000,10000
5SASZM4D4CM6VEN7YYIHQWQI6ADUWKCGJTDDRZDIN7NIYELNPDKJ2UOV7U,10000001000,10000
5UP6ZKTSTBAWCFYPF7G2T3AHX6NTMYX57GYQW2GS2NGYC3ZU5WOI7WHP5E,10000000000,10000
5ZKEIHESKJGFGAMMSPU6STA4DUPQKHS3242PKXZ4MKDU4BJJGQF7BUVG54,10000000000,10000
63LIQBHUCU4T67B7LZGO575HLYBCURHGQYRDM2ADSLJRD2NBGSMY7EJPTY,10000000000,10000
6DGCD25NB2OUQUXC2RY2SLXZ4EPEW2PEUDY2FUQBYAINRIREQGINFVBFHM,10000000000,10000
6LDCREBSLJNSUJLCZPU34ENK7JRJ7H7WPAQD7YSQ2O7DFPO6F6UDY72A6Y,10000000000,10000
6X7Y2R2UYBQLOH3XWTPWCEOC3HA5IWMLVX4FQ62HRWN7LGD6435GNWD6WQ,10000000000,10000
72ZEOC6VKON2HCR7XXTPIBNPA2XIYGUBHSJZHXBQ5DE4GLZPC33VKSXMN4,10000000000,10000
7444V3II6D5FMHJPHBBWSMP3R7WK77GQ3KJY3Y6Y7BPZ35C3UV246PQJXU,10000000000,10000
74PXZ7643KO3JCMMA3SHKN4TPSQX4ZBRDAHIVZJIJ5R4HUVYBQ4Q3ALNIE,10000000000,10000
7GNNP4RF6QJSTDCMNJMOCEISTW5MU3S53BTL5NQ5P7V5Q7XBDOPT2FV2FE,10000000000,10000
7HWCKWSQWFSXQIHE2Z3CKAORJE446ALGHB6BSSTO4VGUOCLBIDLSKM2LUA,10000000000,10000
7YLX7C4PTZUZ2MIVGAZGP32JY3YBZG4MNOZEL3HUPEYLKIBXKWJ6SGKKSM,10000000000,10000
7ZFS7EENSPUZRWMLFGRPXSQ7YXDJD6XZ53YIHM5XG72MCUMCIYJ33MUUTQ,10000000000,10000
A6236WLHM5BDBPGOD4JKIUFMM4OQDK3O4ICBNNBUCA6R7NNZ275JEUBC5A,10000000000,10000
AAEXAV4EJFWOUH6OFIM2TJXEHQK4CEZ3SVW5BUGPOIP4BA73CKOBOVW5LU,10000000000,10000
AJLG3SVMY3TB3PTJ2KT75EQR6FYG5NDREU4CM5DZJ6FOYYR5JZCTNDSNYI,10000000000,10000
AJQG24PFLTE2XL4OKLMIFUKWUHYUNDHHHYB4XODOVOMUGW6UU2FE7FFTWU,10000000000,10000
AKMV4PHB47GEKNX4EGM6NIWP6BCYJJJK5SF7WZWETQD3WQIDFIKX5ZYD24,10000000000,10000
AQSIW66ROFR7NGDWFVTMDAFRB2FFERHGMTFS7ZNEIX5DMT3DL7KEESVL2E,10000000000,10000
AXVZD3PMGRGCJOYLY6FQYK5YXTYEMZODUUQ4Z7JM4OE3LYTXRQTSNCJ3NM,10000000000,10000
B6X2Z5XQFTJRNLKL2S5EUSTOLQRHGEUR45IJOACKYNR47YZWRT2NYUGIVQ,10000000000,10000
BHJEKBIYNZRG7ST22LBEJGSGQKYBQAQDUBYAUBPJLCLIDOZMT3A4VELGMQ,10000000000,10000
BMDC4BW5EWAKWEVIUN6VOHAGJNLPTAMKE63XJLAIA3PKQ5BAFQJGKMWQRQ,10000000000,10000
BQYYR4KNSHVKE5LFUP2MUW5NCDMVX366FPPHJQV7PSVCGWSKK6ELTOO2NM,10000000000,10000
BXSDCZONDLVYATQB3HEKRQ2ZUR6C4MZUY5BPKIYEBJXHZOUD7NU426TREA,10000000000,10000
BYPEX3IFWAIKL343FFTHBBVD7TJ3ARVO44FKJHYAUP2ZZ24WULTVT4GMS4,10000000000,10000
BZSY7VNGR6SVCZAHT5AW7HFCQR6AXSLCNN45M42EH75BXHKNTYHNYBAZRE,10000000000,10000
C6A7C7747WQK6BNPNBLVCC44V7QBJ7LEJC22W6SRS5LYOLJ6IZY6RF2FTQ,10000000000,10000
C7QEJ7A5IXQJBEZTDFW4NGSSCIILVUGTSTNTMRBUDHETCZODY2QZNAI7BQ,10000000000,10000
CE7XAH73MCKNIF2HWI7E7HVAZW3B3I3OLOK4CLSPOLXGDNT7CAP2F5ZCKA,10000000000,10000
CK2OHTM5OPSYMHDOHGZ7ZVRMPO5RYICGBRAO37NAHDL7H5B5Y3WYXQUXWY,10000000000,10000
CLRAZ5ZHHDL7OZ32M3WVRNTB3JXHRXACVYFFWSZ3ZEDYDTOIFOB7Z5YL7U,10000000000,10000
CSSZISOSSE67OX6FB7SJAYYFQIVCUJ36OOTRCWWTXVMEQTS4KOUT4WB66Y,10000000000,10000
D44WFUNHDTX3KBUG55NFUXIUHIS6TQQU7PCTD4JX57EZ7LAV5DB5UX52BU,10000000000,10000
D7M5HOV3X2T2TUFAUFUA6FSJFZJYFKLYKJB4XN6CVCDJSMG6QGGA7TD2SM,10000000000,10000
D7T5IHKBB5CJYMHQ4QTIA4ZHN65PEO6ZSUY4FMP6IUIX7TGCKL7WG4HRKI,10000000000,10000
DBFPCIJ4GS2E5ZGHZ5QTFKRGUGNXZ5SFOI3TWCN2AJAEUXHFTNBWS3L4ZM,10000000000,10000
DHMVMPQBYXT7SM6XAMYU5W5DHAVYPQHWRC3LWCCNHAKAL3RP2L3MAXT2ZU,10000000000,10000
DKHBJ3HDBJW7ZKNDNUHAGMYNA22ZN34EEG2VH47NNFDZXVZIMXTYTHXP6I,10000000000,10000
DKIITTXWHEVJZK63KTCIQXGXJXDHAVEF5EZFZ65IVU2SNR6VLCBHCIEAA4,10000000000,10000
DSHQT2KG6GWTIPKXNCLZYIHNXFGBZHXQTNJAJRK2GGLJAPV6NRULL2SWJE,10000000000,10000
DXK67TYNYBBLEKJLMIDPPJXHDAKTFAQMQ6KO64AUHJUVTHW26KGHPLS3FI,10000000000,10000
E7K3H5NNOVKF6NLAP53352NIFOLA766O4SFGDPLV52WSEY2QRSVA3E3XCI,10000000000,10000
EB7WV6BYOHMAMPI4WB6PFMQUBH74343TPVHKHKOM45ADSUX6FIJI4DJ6VQ,10000000000,10000
EI56DS3DPZLQNRRST4HSQSHS2ZBVKDSZE2VMVAAPNPSBT7H3LCPNTCEPOU,10000000000,10000
EJNE53NAUVSZ2IRWNOA2G7HVCVWDRXQXTNRRZOBHCJGQNZNFLU5WKEVBM4,10000000000,10000
ERGVYFT35R5MZCVI7JVNADAMHMNVEKT5QPQJU7IQTKNXOFBAHRXO4625Q4,10000000000,10000
EUVSIH5OJBAKFHMO4ZKZX5F23AAB5QYZNTJQRUR2LIYMQJELGLIP2CVMZE,10000000000,10000
EYG7DJH7IJEAXD7VQ2WIMD5GLY4GONUP6T7PZ6CIGCQGIOSX3L2E4VU2LM,10000000000,10000
EZO2SVYG2D6ZZRDWZV2ED6MVJKX6LZF4K4LPH6IYHIMXDJO2ZBAIJPFE3A,10000000000,10000
F3JTWMOVQARCXE55XXOZ5H5OKAXJBOA6P5UGYACFLUWHNR6GDQV5COAGDM,10000000000,10000
FI2QI6Y3JOX5DIVX4USMMM7V5STBQJHBGSIMUCSDTOAGRJ3SCTWBCWQYIY,10000000000,10000
FNIX4O7UGFVEGCZRFZXJPFENIPYDVQPSA5NZJRJRO442QELCGRS27HVXMA,10000000000,10000
G2JAFACWJCLVCDG2VU2VHLSH4OMXQDXTMQTGH3M744H2T5UC2EFAK7RZBY,10000000000,10000
G53NO3LDUQYPOUDIYSMA7OZ6LJBI3ANVR5I5IIKIJZ6F2HCOXTDTLP53EQ,10000000000,10000
GAXO2XVV44DHIC4AIABGHJAUS6DFPX2IHO4SHVIMY43JTHOM3RMH2JZICI,10000000000,10000
GMRLCBHQ65XQMQPAU5OKY5LA62OLSCXKY2EOXXO7Z6P62VS2ZFA6YA5GGM,10000000000,10000
GOSHZU5LGCNWRQJS65BYLQJGN5MSQFMMCSF223KBVQDTA5MFL5LGTEV3P4,10000000000,10000
GX2UEQ333YY364I7M36IUAYETN6QBCJJN6QWQHQN7PIF7ZIBREUK5NQSKY,10000000000,10000
GYGE44ANY4PQBOY6NBTQDXTPHRZUXY3FZFXDAGDLPMQ4IW77FDT6VYNLHM,10000000000,10000
H37OVN3DKOMEJ6K45COVK2LMM2KYZWYKC5YVYQT56ABZ6ZOLEGPBTW5M6E,10000000000,10000
HBRMKBXAEWSPHRGXSNSDUG7BBPIBIWNMCGCHWPMFH3JUH5JASBFEXVLJ2A,10000000000,10000
HCY6OY2G4MCYT4WPVACWS6TV7PXJT4BKHFZBX4NKO4COKK4ZF2TCCJSH3M,10000000000,10000
HHH6JVMFSANKWXBF6MNCMY7O7C2RD5Y6YYUL7NN6N2KLSYSHX2BSH6OBCM,10000000000,10000
HMNO6ABNBZ2OX6234BGZMTR2QSW3PQ2Y5MYOTOJIYZXRPXNHXDGRY4NY3A,10000000000,10000
HP4PBEXHZTZI4TFSFOWARWOEHVGJFL5SEQQQ2I3SRCWVGKSHXMWVINEVAA,10000000000,10000
HTI3G5TWY5S7MNCRZFDYRPVEOFVJQSIIVWCVJC4IEDYB5Z6L5QMVMJKRZ4,10000000000,10000
IARKZ6EQ5U5L3CE4T4VIHFMHB67RQOP5ZJJUHC2OHDUBFSOZGPG4SRTDF4,10000000000,10000
IBFLJKZPHTKMPZREJBPYVD7A2NEQP7FGEHNDEHND4A4VGPUPV35RKYLCHI,10000000000,10000
IBK5QNCMRCS6ATMNMFZ43B2WJEZGLO3SRBST5SXX6FIL5PZZV6PAHUZ66I,10000000000,10000
IBZGRUSZ3EXA4BSI52AQS6KTY25AD3GQI5GQEAM33PDJMLG3BTGKX4HIVY,10000000000,10000
IEUAREVN2SEPT3SDWMY2MTERX3H42FPULCPMZHAUYQKXM4SBKNO7EEFR5M,10000000000,10000
IHTS7TI5PUH22DVDCQA3NBTTEFAF7S32PEC75Q4U75GFGQ6GOFZIW6AMDA,10000000000,10000
IM2HE7TMBIGQM5P32PT7ECYTLR5NMSRNJDGPLYXWWSUUITL6XIKXWKNGGM,10000000000,10000
INYURJZYOBCDQADX2NGGSV3JQD6B257RNA3LOWYOUBF3TAZJUUL2QRHRAQ,10000000000,10000
ITWAZWZRHUPAUESYJNZRSYZOAWG52CF2IXMSQZHJWWFCDF4RAZ55ZYDILQ,10000000000,10000
IW5VLWBHDQIWJVMZLRJ7RSBGW4AI4X27BVSMF5DJAHXTCQ36EG55OUVESQ,10000000000,10000
J2YRFA5YLGCSY6SPJVU45BN2HEHI6YYZORKHKOVUINDMJ22DCRN6GG7WAE,10000000000,10000
J3BEJMDBCB3C3MSM5WRLCN2CQJODDCCUTC6CFMIYYH5N3MVUNVKMQWWA4Y,10000000000,10000
J3C55ZA4UYVB66OHZGWNCI6SH3D2R37VSYE2TDIH6MB2L34YLIXJ64XVHA,10000000000,10000
J3CXCFXNYAVI7E23TC2FTKEYZ7JASZ6S5RSXW4ZX6Q775OW65JKEFZIHIY,10000000000,10000
JTRZ2RT2MDKYDX7LUT3BQQPMJ2NQL5XCRLV76K23W62UACRTXFJVW63DGM,10000000000,10000
JV6BGABBVSWEGATULK47FVDAYXKJNYBW5PU6G2URB5HIAQP2CY2B7EEOZE,10000000000,10000
KARR7DHXQMDBRNOJOQRCGMJSRMKV2QHWHFTL3SLZJGIXKBAMJUS2COOV54,10000000000,10000
KB2EE75CJFGD7QJM7W4HQLNQLIDOC57UH3WRPEX2ORBWVK2IEKP5R5PVS4,10000000000,10000
KE25G4BI7ZZ6TX2MQFMVZNX7H54EJSOKYRUS6RYKEL4K26HCLP6EAVBYDE,10000000000,10000
KJJ5WVNR2UYCDPCBMIN2L3DE2NJK3LPT4B7DBFTOU4GQWOFLH5GWO6FU5Y,10000000000,10000
KLYLIQWVKB5X7OVJZHZEK3BPGUTVZRX6FNXKAOBUEXW3HBX7OW4ZGOCPEQ,10000000000,10000
LADIBKWYV7UEIZKHXVFPEHVZ4LC3FYKNM3Q33AADGSFP746EFUH26UZN6U,10000000000,10000
LDLGZLIZYNXW4YFRXHSBVYKNXOIXLAUZAEPWW7KDQYXNVIVRROPOTHLX7U,10000000000,10000
LDLRGSITCI2ZM3BXQJMHLKZQW25GDFERMUSLAZ2G5JXYMHAWW6J5NFSH2M,10000000000,10000
LIR2FYRHFHMIS6XMJMPRUBDE3O7Y5JHFNDS6QQGRXCPEXDJPUXTIEQOIEA,10000000000,10000
LKSQ7PWCTWV2SO23W5APCI6FU7JYZD664QKT6XAH2PU7SCZD3NQRTAOQKQ,10000000000,10000
LV24JGXRKMZHK6AYW726YVYYS3TLWM2D7BY2HHWETARMBWMGIX3DANRNDM,10000000000,10000
LXFGX73IXMSTRVYCPC46X6EDGA2KVPFFWINJ7TN6CGBGVMESX3LXMWNYVY,10000000000,10000
LXYGQPNI34DOAR6FNE7L7QEEB3N4Q76S7IAAEABVPUR5XB55RXGDLTJR3I,10000000000,10000
M2OMQIOMVU3T6P7U65PFRIYJNB3K47LK7GUGPOCDQRR37AS7IR7IZX2MRU,10000000000,10000
M36POB7XM4C3KVKNHMNXGALENLURKDDOPWCY6NIUM6BGSVVSL3HLDBUMHY,10000000000,10000
M3MKVYFFCCWQGS3UCZNISRRKCAALJ4RKO7VY25BK6HN5O6CWB5SDLKQ4YM,10000000000,10000
MNXPUVCDH7XHV5FGOUTXPOSBFEGMRQVPBTQMYZSB6YO6VURI6D2FOZECYE,10000000000,10000
MZVMXYL7PQZBL65QSKSERKVR6WILAWFJB7HIQOXIAXRG47X3GE4TOZYBKM,10000000000,10000
MZZXA7FWPWKJEAYBSRCY2NIUDJ6734G5QHSXAARWA4GSBLMSXT5PRNRQ7E,10000000000,10000
N4QHX4A3IGCNKOETUAXMWGB6H5YE2Q24JQVV2ET65MW4SYS64ZCWF2SUTY,10000000000,10000
N7FAGCIVYDOZI5HETQWZNGMHDN5UEIMYLHHGZEPAUCDTG32XG7JMSEZ5XY,10000000000,10000
NE4OQDDZLY5A3OILRZFDP5QY4RMIWL57SV333IVVMCHFCDOK2TAPS53DA4,10000000000,10000
NLCPCH3D74SGIP5EK7XGEIRNQFU42CWETWANL3TA634BTTFDYHFLK2NH34,10000000000,10000
NP275S73QFCL4UJKWZKKYKV5E2RE5SFVQ7662C5PVUHKWZZS2U5MWIC524,10000000000,10000
NVYF6F4Z6T76SGBKBZIY2U3KIHNLJZ35ANQTUTIQFRQKOLBURCZVHIGDDA,10000000000,10000
OCACSS3XYEM46ZBC3BIV5VB46CVKQDQSOKDRHBU7KNFIUUIYXXVJR7FODI,10000000000,10000
ODY3HPVRNW4XVZZZZEIR4FPYDH2AAS5ZOBN52H5KIQCQFDD4R3HGXUOGNU,10000000000,10000
OIKD7KR4QKIA6SWS4J6CSC67XRWF7YY3KQLLVQH6KOILNS2K7LJGCFXV2E,10000000000,10000
OKATLL3HYJEXLIM7UA7LMKGW7WLCAXHQWN6PJKI2WEGPGEO2JMMO5OSQZM,10000000000,10000
OKU2LQ74MJ6ZHQ4YPOMQGNS2G6ARNYH5CPW4ZOLCH6LUGUKF3U2BNJI3SI,10000000000,10000
OKU326UPYDMCR252ZN4MCA2XYDS7HFOOCGOJZ2O4LAYTNTL2UXUCQQIUVI,10000000000,10000
OM57KVZQBF2O4PN7KMWR2ZKWC5JSRUE364QEARIVK7324TJEXXUIDWYWDQ,10000000000,10000
ONCJDFXWHKOC55PZRVQKJS36Z7DFEI7LPDA7W4GF4VRUOYXTM2IIYOCRDU,10000000000,10000
OPFC7XSH7B2BHO6LNJDACV53BCJFMQLL5SYXM6VOXVR5AAFRSVBE5YBUTQ,10000000000,10000
OTOBFDLQMDYWIJVNQZGIDEUKAMKNXILOLVD7HSXKLOJQ4IATP3ECXJIBME,10000000000,10000
PAT6UZZLP3E4UFG6D4BZT7CI6H6U4CFBC4PEDD5QXUF2UTPNIDSQOTF3CM,10000000000,10000
PCRT7VPUDKGP4FFPMETKXWRRY4OEN64X7RXZGHGW3KLSINHYWGUIY5JXEM,10000000000,10000
PHJAGM6FTTY6NZUMAWF26VO2QO5MYCFQMWCTZPQIWLKF4B7S7TQMAFKG7I,10000000000,10000
PHQJMW3XNRAHXHCDX2DOD5NEH37W3O6WUOW5HXOQSUYRG4IO4MBNYDAZSA,10000000000,10000
PIJLNKIB2BU2SOJY7WZIJCNZK7KLJH46GGZNDQSFJKWGWQWAQB3NTPFWYM,10000000000,10000
PILW2W72KS4U4RQLKYIVZJCD5Z6HFIRKH5KG5EF2QGT25JQVIYFRR5RURA,10000000000,10000
PMT77M6UWQXC6BPE3GUXEK3AFONKCUNP73NJUYPGR7ZQVRSOYALB5Y7BGA,10000000000,10000
PPQPYGWHYVUXM4XAI3A36JXE6BYMUIQMEDW33JVTCQX4MREKZUK6NHJB2Y,10000000000,10000
PYPSYKWUC327RXHMAYIILNHUNOTSOEYABV4LEVYVT3ADMQTSZFLLSZYKEE,10000000000,10000
PZEC2RIGHZWIH5IUONOYPQRO3HTYMJMAQVTF367U6DBHJ3JRIJFD7GKFDU,10000000000,10000
QJGQFLLAEXJ4EBM5CYN4JV5EYM37SXJZMUZY675KSRYSY3AW63OPMNMT7E,10000000000,10000
QQ5B7FVGJCLQPU62JDHCPCWMQW5FI4ALIOFROVNZT2LVPCCPLDIXO7AHM4,10000000000,10000
QSPLLWYF2FZ4PK5RIEQPYXLL5E34TLUPJPWFS6IKYBQCHBQ3HFQRKCFHHQ,10000000000,10000
QSVHUSLJVS463CUK4IPLWZ67C7AUHFZCZ5E7RSQL6NWDKXOUQP2SWP77BU,10000000000,10000
QY4TRNZKSG5QB4ON7H6OONG7VNR2QP6XVZA2DF7BAAAA5YVGGO6JK7MVEE,10000000000,10000
QYDSZYYTQDFJKK5HEKIYNBZCZQGSV2UUPWPZKEL44QC6QEZVRPLLXQEGLA,10000000000,10000
QYPYAKZ7Y6ML7PFAODV55ZGXEHEYXKCSWJNL4F332UZMYGGVYZ2BIIGKWQ,10000000000,10000
RA7QMWV4OXIS7X7GMWR3L2YZGOBFHGBI3R6FMA2N7I5PAIBQXJSDZKI5YQ,10000000000,10000
RI26QA3H7EETWJZWZSORD57MQOCTGFEB5UHMNW34W4H55V4ORU3INUAQDI,10000000000,10000
RK47O2OAESS5MKVVK3ZRR3QQ2VGSW4L6L2S3OFLD3DVYPGTO6HCYT4LBT4,10000000000,10000
RLEGSV3V57BNY5AAGRS2CNBHE6TCZ2K3MTPXNN2ZJJFBVCNHLQTOZJG4RQ,10000000000,10000
ROBJYTRX6UNYEBGY5UZ4C4GMXC2AAI3PRVI36BA3T7PER7DT4UJMFVRGRA,10000000000,10000
RSVJCVKIEFLONHZU7XDTFAXDAFBHJ4ANLU4Q5LZVKJLODY237AGIGC7NBU,10000000000,10000
RVIPLCQL4AZ5N6VX2LG77AIHYBYQN4KCWZ57TXFCITBZWLVFG45FIAV7JA,10000000000,10000
RXP62YZSQGFCT4AUWYC72XMGYJRXMQI6QJMK5QHCPSFVBLNULRJFOQA5CM,10000000000,10000
RXYJX6FFQNWNHPCYTW7UJCKTETEDQNX2L4CWCD34FBO2HWMRI6UFOVX4YM,10000000000,10000
S35XD63EFKRPHK56ZNMUNK34ABIO2CUBV6TB5WO4IDLZ2DR46GWQLVQG2U,10000000000,10000
S3UV27WOKQ6QV3YYCQHMUGGLAL4DX4PF46MQBXVLFNRYAAE57XNA2CUZIA,10000000000,10000
SD62KC5VSAKXUHX4KDRJRY4KXJ2GTN3DTBZNYKVCUZUVVSLTZ7HKR5WXF4,10000000000,10000
SESPISHAJ4HRUDN7AS62LSNYDLT2XXJ6GXHOHIRZJ2FMMRHTMTDFNMY4B4,10000000000,10000
SPCEQX7FWBZ2AXVKWZIOQIMGW4YZJSUIF6YSW7AVTOF5YEAZ75QRV3KV6I,10000000000,10000
STQG465OJXBFZIUYZRS5ECSABVIELAEAPFZXJHOA7MZTH57TLB5ORKR7MY,10000000000,10000
SU7CKUYDWD3ZFLI47UD7GLTJWI35ITCQSGBMU4HC2LYNNRFBPOXBU7ZN3U,10000000000,10000
SUEDPKMYRBRO45NP2JFFUMF4RDFVBJGXRAV7XLXVJKET4755IJQPEBIHM4,10000000000,10000
SZB22PCWS6GA4MAUDLAQQP4SMIJILBYWAZ4MMDEMZWGHFPXETSZ43AJQFQ,10000000000,10000
T2KV47MCORCGIPY4U7XE4PB67J4A4WFK3ISLPSNAKIX7N5P5B63YBS5OUE,10000000000,10000
T7Y6BNKLB6TWSKFP3DHC2AYV4KAE467GAEVBAWS7SSU5FDJRL6TICEGY3Q,10000000000,10000
TD6ZBFKLNJNSLOORLKIZBODSKBEIODI5GDP76VNB3PUPUWX555CFTNNZQM,10000000000,10000
TELBGRQ74ZWRX6DU3FMXCRV36FO4GAYLGVXK4XZLJ75OSEYCGGCKUXPBW4,10000000000,10000
THTNDIJ3PGPANNOIT5WE5R7HX3EUK7HZA53AM55PT3CHFDDZPDV64SJRI4,10000000000,10000
TJXJPCCSF2QSWTKTGVQ4NEECTTM3IM2WPZT27ACTBKIUGZUFCTGXV7D6JA,10000000000,10000
TM3XT46AZETWLTXOLS7STYRKAA6UNSWOLWM5NKPK4YZN5A25GLRBZAB5AM,10000000000,10000
TRST7BIOQP4HRB4HTNAHLPWHTMEYD4RGSJ53MZQSCZ6BXWWXCBS5IYCFVQ,10000000000,10000
TZFQWVEDBIP5WYB4XOU2HT2EPPCW6GH5Y755TWRKLK5WG4CVA2YZ4336YE,10000000000,10000
U2LBTU45THUM4S6FJ6RZ3S3C4IOROGC4AVTABUIHPT3FMMWZPV7EPGFWPM,10000000000,10000
