address,malgo,algo
U5SKFZKXDPTKYUAOB4BUHCJ3TGCYL3HXENRBYBQDCQIDEPU4EMBU2SGFPI,1092627236637,"1,092,627.24"
5XK6IXDDNK7EX6K4K6MAKYXREK7LHY3YOKGUROII6JBU7CU4GZYBQEMAB4,1078878356348,"1,078,878.36"
NY3PUNXCB5LPUEKOJ46X2SPFDKMJWLQSLGGTDFKALVQF26EPRTUVL6NXSY,1071249170000,"1,071,249.17"
EHE4JQ33IJGQJ5U2MN5UF35VYNALBV4J62BG4COWBB4HGTEBZBFFEOU3AM,1047300000000,"1,047,300.00"
MTC5ULRECDQCTE6U65KHKWKY7GDQLH4HSQKYQBKB5KWOC5NEAERMG6CXSE,1047296000000,"1,047,296.00"
V5LYAJVIFTV5FSF4RJS3OBEJHOLZL3CE4424XGRR2DEPJH55S3SKKE2EQQ,1047165000000,"1,047,165.00"
76HRMBPEA7JODUP2R75CSRST7RZ7C2LWZDBCC7E334OMXVQ57UFUNIUUA4,1047070000000,"1,047,070.00"
OTSSDJZ2347GIL4NSASYXFALYCZACMVRHP23UD6LUE4J4DPYRXDIOHSL5M,1047000724779,"1,047,000.72"
MPJXW77BASOO23VBKZDRXXYCCTNB5ACXEL2FKA4TEUZE2TJMQZM57SVG7M,1021159000000,"1,021,159.00"
PQLB3DDGJCDZE4Z6GREZQOZXKBIHJ2GE43VDSRY5CMNO7A6MCACO46T2UQ,1019963000000,"1,019,963.00"
KTTJXQE6AZYDBGGCC6XBDPPDYXUMNLFS4XSIUPMCS2ZQAC3UVC5XHKPMEM,1014275000000,"1,014,275.00"
ZR5VRZSJPF4HAYJYV6VXKW3WBJKSD55IT6NQGQV4ENPO3VUZCWPMJOZSDE,1010055744682,"1,010,055.74"
T6KQVBHCSOIUHAIUQ5PC2IWGENLYUKS5ZQG4QDEZGMGWEI3AUGTSTCCA5Y,1007500000000,"1,007,500.00"
KL3527P7LJUHYOO2H77SNYQNCHACNGQ4EPCTFZEMBAB46RGDY5LD7ZOMXI,1002227000000,"1,002,227.00"
2QRLOWO5DOZQ7P7WI7W6JIKRXAZSVHVFM37B73FZQFSGQX3WBBVV3EYRYI,1000000000000,"1,000,000.00"
AWFFPB6HG2BCTQ3KTUXZ5G2UKU3WIFRLXT7XUAOWFFET7CPS44VCPVSLRI,1000000000000,"1,000,000.00"
HIBNC2YD33ROBEMECSFH655TC6QU6MXMHPB3KWFHNINAVNAZMRVVVQULCY,1000000000000,"1,000,000.00"
MPSNROIYRHMIE4SZOYDLN4B4D3VAP25NL5RDCCHLQIGSEN47XCGUWQ4DLU,1000000000000,"1,000,000.00"
OKYSZCQVJJHQIJTAZ4RLLXJ7GZ2RCWSZMPRD7QW6H47SL2NIFDHBF2NLIM,1000000000000,"1,000,000.00"
PI3HRM5MBTIFXTVQM5QMBUAQU53RLK5L45Y47XMOIYK6UWX66EHQM2BJQI,1000000000000,"1,000,000.00"
RASIFLKII2BAS2PA7QLIRDGMIGQYXR4WQBUR2JYFJSFT6RTXZ6YZYQ3AJA,1000000000000,"1,000,000.00"
UCESUERC3ZIRDY4Y52DC4LZBOLUHGAJNC4TWGNZ22U2OBUMUMDBDDKTKHE,1000000000000,"1,000,000.00"
HTXFD4TB53EW35PF2S44DSE7PM77CKJ3QB3RRCR2FUOL4TTY6VYVUYWZGA,999999000000,"999,999.00"
NCUHPFEADEFG2GFNMQDYTSXGHAOACXWTXQFFHEPJN2GKXYNR4BADRZKBRA,999999000000,"999,999.00"
SGHW52S4R4KSW4FJSNHTYK2W5ID6UXQICCZGW7AB4PGO6VIG6EOWHCYRYY,999999000000,"999,999.00"
73AFUN34W3Q6ZNO6SAUGNOHGE5GW3CUPDTYG5IJMQ2DS44RAOUDOUZZPWY,999996000000,"999,996.00"
5ZGXBHWOXHOYPJCKUIMUMJV5R3D2NHIVWGF32ERY7V2YSQKOTTVJQKAICE,999985650000,"999,985.65"
IVBHJFHZWPXRX2EA7AH7Y4UTTBO2AK73XI65OIXDEAEN7VO2IHWXKOKOVM,993833102299,"993,833.10"
2ZCXE5VYQQFWJIMYAIX74JXCQOSNEGDTKX2O6AWQPOZOYLWM7E5VE2J4JI,991811653703,"991,811.65"
BEWVIMXBBM5FJY2AD2LAHCY7GW5I6D72AVLQA5SHVXGFAHIFSTI4AGK3QY,942113000000,"942,113.00"
HPOUXYI6LB3TMLU6VWZZJWMXRAFCOPO4YGLYZ447H4OCXECPLKGXEGXN2I,925000000000,"925,000.00"
JKPP3NDDGPNHSVNEYZL5HDKD56K4JG5R4GPHTMSPM6EJM6MM4BCENII33I,925000000000,"925,000.00"
22VUOHHEEJUQJ7P7O6ITVJBY6CBTZL7FH7HWK5I4E54I54CN62EZUGGUPU,882900000000,"882,900.00"
WQNPBDMELWBPKM6CUNARF2FEB2I2IVNS55GM25EJGSXXW4SSWTATQ6WBQM,868120000000,"868,120.00"
5DU66QONUNEXDF5AZHEPCYKYP6CB3VY5OKJOYEYFBQCQGES2HVY6ZJLZDM,864654163851,"864,654.16"
BTRBTJM3LVQBOW2Z5KASRXJBCTGB53QRRWV244EMRAGEULYH6YW44D6M4Q,864654163851,"864,654.16"
E3PPOOQRN7HS555KCWV3U6VPS7DG2WSGZNJ6NTSYTQ3GJY3FTYZ5R7IRVA,864654163851,"864,654.16"
J35O3RDARSCMVW6GTGI7NBETLGMFOSEH4XH4DRD3SWBYD26Q2NYZX435K4,864654163851,"864,654.16"
JDDSOJGJJZO4RF3JDFLQYEDUOELTSV53YFY54ZFR5IIDE3AFZY5D5W5JFA,864654163851,"864,654.16"
